DayofMonth,DayOfWeek,DepTime,CRSDepTime,UniqueCarrier,FlightNum,TailNum,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,ArrDelay
4,5,950,955,WN,1751,N522SW,-5,DAL,AUS,189,3,6,-12
7,1,648,650,WN,1773,N217JC,-2,SDF,BWI,495,2,8,-11
9,3,1727,1730,WN,186,N410WN,-3,JAN,HOU,359,2,5,-10
8,2,1845,1850,WN,1044,N326SW,-5,LAX,TUS,451,3,8,-10
5,6,1628,1610,WN,1929,N715SW,18,PHX,MDW,1444,3,6,-8
8,2,943,940,WN,2985,N787SA,3,TPA,AUS,928,4,14,-8
6,7,655,655,WN,821,N676SW,0,MSY,TPA,487,4,8,-2
7,1,1640,1640,WN,2282,N453WN,0,OAK,SLC,588,6,12,0
3,4,1001,940,WN,175,N759GS,21,PHX,PHL,2075,4,12,13
8,2,1931,1920,WN,3498,N230WN,11,SNA,SMF,404,7,7,14
3,4,2142,2120,WN,3396,N787SA,22,OAK,LAS,407,17,12,25
3,4,1211,1145,WN,693,N232WN,26,LAS,MDW,1521,23,21,30
7,1,1429,1345,WN,508,N477WN,44,SLC,PHX,507,5,8,34
8,2,1823,1655,WN,156,N244WN,88,LAS,ORF,2155,5,10,75
5,6,1441,1315,WN,479,N395SW,86,LAS,OMA,1099,2,10,80
5,6,1330,1330,WN,923,N635SW,0,BNA,AUS,756,4,9,-21
8,2,1222,1220,WN,1061,N734SA,2,BWI,LAS,2106,3,8,-15
8,2,1844,1850,WN,1679,N614SW,-6,PHX,ONT,325,7,11,-9
7,1,911,915,WN,547,N513SW,-4,STL,MDW,251,4,9,-8
6,7,712,715,WN,407,N601WN,-3,RDU,MDW,632,4,6,-7
3,4,747,750,WN,3250,N245WN,-3,LAS,SNA,226,4,10,-7
7,1,1028,1030,WN,63,N708SA,-2,BHM,HOU,570,4,13,-6
8,2,626,630,WN,98,N686SW,-4,GEG,SEA,224,7,9,-5
8,2,1814,1815,WN,192,N465WN,-1,SNA,SJC,342,4,5,-5
7,1,614,615,WN,11,N672SW,-1,IND,MCI,451,4,8,-4
6,7,1000,1005,WN,2465,N782SA,-5,TUS,LAS,365,5,10,-4
8,2,1439,1425,WN,675,N476WN,14,IND,PHX,1489,5,9,-2
4,5,1701,1635,WN,2795,N604SW,26,BWI,HOU,1246,3,12,-1
5,6,1038,1040,WN,24,N511SW,-2,HRL,HOU,276,3,6,0
3,4,1717,1715,WN,3140,N418WN,2,SMF,SNA,404,4,7,1
8,2,1639,1640,WN,1566,N713SW,-1,SNA,PHX,338,6,11,5
3,4,1747,1730,WN,1062,N380SW,17,PVD,BWI,328,4,13,7
6,7,2037,2015,WN,1950,N252WN,22,HOU,LAS,1235,3,8,12
7,1,1542,1525,WN,1061,N780SW,17,LAS,LAX,236,6,17,15
7,1,920,855,WN,2113,N659SW,25,RNO,LAS,345,3,16,23
5,6,1918,1850,WN,644,N737JW,28,TUS,SAN,367,4,9,34
5,6,1145,1115,WN,643,N402WN,30,SLC,SEA,689,7,47,46
4,5,2017,1905,WN,1004,N615SW,72,LAS,MCI,1140,4,12,63
7,1,756,645,WN,2561,N748SW,71,TUS,LAX,451,7,6,71
6,7,2338,2045,WN,159,N798SW,173,SLC,LAS,368,7,17,176
9,3,1133,1135,WN,426,N678AA,-2,DTW,BWI,408,3,7,-15
8,2,1657,1700,WN,1865,N707SA,-3,LAS,MDW,1521,4,14,-14
4,5,1306,1300,WN,1397,N233LV,6,ISP,MCO,972,6,6,-13
5,6,831,830,WN,3767,N397SW,1,BNA,SAT,822,3,8,-9
7,1,1504,1505,WN,2103,N798SW,-1,CMH,BWI,336,4,6,-9
5,6,1408,1400,WN,3854,N397SW,8,ONT,PHX,325,3,7,-7
7,1,1206,1205,WN,675,N497WN,1,BWI,IND,515,8,10,-6
8,2,838,840,WN,790,N750SA,-2,LAS,LAX,236,6,14,-3
9,3,1543,1535,WN,318,N748SW,8,BOI,OAK,511,5,7,-3
4,5,1405,1400,WN,572,N713SW,5,BUF,BWI,281,4,8,1
7,1,646,645,WN,3338,N435WN,1,SAN,SJC,417,3,11,5
5,6,1444,1435,WN,117,N314SW,9,ELP,SAT,496,3,9,6
3,4,927,915,WN,594,N715SW,12,LAS,PIT,1910,7,19,11
7,1,1523,1500,WN,1506,N723SW,23,PHX,ELP,347,3,14,21
7,1,645,645,WN,616,N441WN,0,MDW,PHX,1444,6,11,28
3,4,1734,1655,WN,3844,N446WN,39,LAS,SJC,386,5,12,37
4,5,1509,1505,WN,201,N295WN,4,PHL,MDW,668,4,15,-20
6,7,1047,1050,WN,387,N424WN,-3,CLE,MCO,895,27,6,-19
7,1,808,815,WN,354,N448WN,-7,PVD,BWI,328,4,11,-16
4,5,613,615,WN,1188,N418WN,-2,ELP,HOU,677,2,8,-13
7,1,1141,1140,WN,1065,N711HK,1,OAK,SAN,446,3,6,-12
7,1,806,805,WN,2530,N357SW,1,AUS,DAL,189,3,7,-7
4,5,1657,1650,WN,23,N653SW,7,JAX,PHL,742,3,11,-7
6,7,632,630,WN,2527,N680AA,2,BWI,STL,737,3,11,-7
7,1,2151,2150,WN,135,N273WN,1,LAS,LAX,236,9,10,-5
8,2,644,645,WN,2291,N395SW,-1,PHX,LAX,370,7,11,-1
5,6,919,920,WN,3676,N507SW,-1,BNA,MDW,395,4,7,-1
8,2,1730,1735,WN,3743,N463WN,-5,STL,SLC,1156,9,9,-1
6,7,1114,1110,WN,706,N778SW,4,SFO,LAS,414,6,13,0
4,5,628,620,WN,3419,N242WN,8,PDX,PHX,1009,6,7,2
6,7,750,750,WN,790,N728SW,0,SLC,LAS,368,4,10,2
5,6,832,825,WN,1241,N472WN,7,BUR,PHX,369,4,12,6
4,5,926,925,WN,1258,N214WN,1,LAS,OAK,407,4,8,7
5,6,1541,1520,WN,2019,N676SW,21,BWI,ORF,159,3,8,15
5,6,745,735,WN,71,N440LV,10,SAN,LAS,258,6,26,23
6,7,1818,1745,WN,940,N418WN,33,HOU,MCO,848,5,6,29
8,2,1412,1345,WN,127,N464WN,27,LAS,OAK,407,4,13,32
3,4,1537,1450,WN,283,N213WN,47,MCI,STL,237,4,10,43
3,4,1636,1550,WN,508,N455WN,46,PHX,ONT,325,3,15,53
9,3,950,950,WN,1310,N494WN,0,FLL,ISP,1093,3,8,-15
8,2,1858,1900,WN,875,N400WN,-2,PHX,LAS,256,5,5,-8
9,3,1707,1710,WN,818,N779SW,-3,CLE,BWI,314,3,19,-5
8,2,1956,2000,WN,343,N342SW,-4,LAX,SJC,308,3,5,-5
3,4,945,945,WN,576,N236WN,0,SNA,SMF,404,5,8,-4
7,1,1552,1550,WN,1430,N644SW,2,TUL,STL,351,5,9,-3
5,6,1530,1520,WN,2969,N382SW,10,SLC,ABQ,493,5,6,-3
3,4,701,700,WN,565,N787SA,1,OAK,LAS,407,4,17,-2
3,4,840,840,WN,15,N341SW,0,LBB,DAL,293,3,8,0
4,5,1040,1040,WN,3748,N318SW,0,ELP,SAN,636,3,10,2
6,7,721,720,WN,438,N302SW,1,SEA,ABQ,1180,3,19,7
6,7,1352,1315,WN,397,N498WN,37,LAX,ABQ,677,3,7,32
5,6,1217,1145,WN,254,N290WN,32,LAS,OKC,987,3,34,39
5,6,1636,1550,WN,508,N432WN,46,PHX,ONT,325,5,6,44
6,7,2028,1925,WN,644,N437WN,63,SAN,OAK,446,6,7,60
7,1,1042,1040,WN,658,N212WN,2,MDW,SEA,1733,6,7,-21
8,2,645,645,WN,896,N715SW,0,PBI,BWI,883,3,11,-13
7,1,727,730,WN,348,N634SW,-3,ELP,SAT,496,2,6,-11
8,2,858,905,WN,969,N741SA,-7,MDW,ISP,765,3,16,-11
6,7,1352,1350,WN,2802,N457WN,2,BHM,TPA,460,3,6,-7
9,3,1703,1700,WN,43,N305SW,3,DAL,HOU,239,2,6,-6
7,1,630,630,WN,3495,N312SW,0,LAX,MCI,1363,3,17,0
8,2,715,715,WN,1022,N362SW,0,GEG,OAK,723,3,18,6
3,4,1340,1325,WN,568,N754SW,15,MDW,ORF,704,2,7,7
6,7,1335,1325,WN,588,N772SW,10,HOU,LIT,393,5,11,10
7,1,826,820,WN,3604,N229WN,6,JAX,ORF,543,3,10,12
8,2,1401,1345,WN,901,N386SW,16,HOU,ABQ,759,4,13,12
6,7,1021,1000,WN,184,N456WN,21,LAX,OAK,337,4,7,20
5,6,2107,2100,WN,164,N715SW,7,MDW,LAS,1521,4,8,26
5,6,1718,1555,WN,891,N206WN,83,PHX,BNA,1448,4,7,65
4,5,2233,2120,WN,242,N343SW,73,PHX,SAN,304,4,6,69
3,4,2124,1935,WN,3919,N746SW,109,MDW,MCO,989,3,15,103
7,1,1806,1810,WN,698,N452WN,-4,CLE,MCO,895,7,6,-33
7,1,840,845,WN,1919,N427WN,-5,MCO,ISP,972,4,7,-9
7,1,1509,1505,WN,1662,N669SW,4,IAD,MDW,577,4,11,-7
4,5,1256,1300,WN,2176,N503SW,-4,HOU,STL,687,4,8,-6
8,2,2140,2140,WN,2533,N481WN,0,LAS,SLC,368,5,11,-3
7,1,850,835,WN,2293,N203WN,15,PHL,RDU,336,4,10,-2
6,7,1935,1920,WN,875,N743SW,15,LAS,OMA,1099,4,14,4
8,2,1825,1820,WN,433,N293,5,LAS,SNA,226,10,12,4
4,5,1854,1845,WN,500,N602SW,9,ELP,SAT,496,3,5,4
6,7,1725,1705,WN,3589,N301SW,20,GEG,SEA,224,3,7,10
7,1,1150,1135,WN,479,N436WN,15,LAX,LAS,236,7,12,15
3,4,950,920,WN,2463,N771SA,30,MHT,PHL,290,7,11,20
4,5,1747,1650,WN,2382,N485WN,57,DAL,BHM,587,2,8,39
7,1,1124,1130,WN,146,N505SW,-6,DAL,STL,546,3,11,-14
5,6,1009,1010,WN,3501,N492WN,-1,MDW,PHX,1444,4,8,-11
8,2,2024,2030,WN,1172,N446WN,-6,SAN,OAK,446,5,11,-10
5,6,713,710,WN,797,N901WN,3,SFO,LAX,337,8,15,-10
7,1,2050,2050,WN,1166,N410WN,0,LAS,SLC,368,3,8,-7
7,1,1548,1550,WN,1496,N626SW,-2,SMF,ONT,389,3,10,-6
8,2,1135,1135,WN,628,N404WN,0,MDW,CLE,307,6,10,-6
7,1,1615,1615,WN,509,N900WN,0,BWI,IND,515,8,12,-5
6,7,625,625,WN,2116,N320SW,0,PHX,SJC,621,4,12,-4
3,4,1422,1350,WN,3516,N368SW,32,MHT,TPA,1204,3,12,-4
6,7,1400,1345,WN,901,N601WN,15,HOU,ABQ,759,3,8,1
5,6,1830,1830,WN,1026,N224WN,0,LAX,OAK,337,3,7,4
5,6,1016,1010,WN,4,N619SW,6,MCI,IND,451,8,9,6
5,6,1409,1400,WN,420,N439WN,9,LAX,OAK,337,5,7,11
8,2,1530,1530,WN,3307,N669SW,0,MCI,OAK,1489,4,17,17
6,7,907,840,WN,997,N605SW,27,BUR,LAS,223,4,8,20
4,5,2037,2000,WN,2268,N651SW,37,PHX,HOU,1020,3,9,31
4,5,1634,1610,WN,1600,N391SW,24,PHX,SAN,304,3,15,35
5,6,1305,1210,WN,98,N348SW,55,SAN,TUS,367,2,9,49
4,5,1958,1905,WN,2336,N737JW,53,PHX,OAK,646,7,9,57
3,4,2218,2120,WN,1493,N356SW,58,LAS,ONT,197,5,9,58
8,2,1522,1305,WN,1837,N432WN,137,MDW,SFO,1855,4,11,150
7,1,1649,1650,WN,1418,N286WN,-1,BWI,TPA,842,4,12,-25
4,5,1208,1205,WN,720,N247WN,3,DEN,HOU,883,4,8,-12
7,1,1311,1305,WN,1837,N704SW,6,MDW,SFO,1855,5,10,-12
5,6,1800,1800,WN,114,N397SW,0,SMF,SAN,480,2,7,-10
5,6,809,810,WN,3421,N504SW,-1,PHX,ABQ,328,6,11,-8
8,2,1845,1845,WN,982,N410WN,0,DTW,STL,440,2,9,-6
3,4,1133,1125,WN,321,N742SW,8,SJC,LAX,308,6,6,-2
8,2,824,825,WN,2974,N225WN,-1,AUS,HOU,148,4,7,0
5,6,1043,1040,WN,33,N519SW,3,MDW,MCI,405,3,18,5
5,6,1945,1915,WN,1062,N683SW,30,BWI,STL,737,3,9,10
5,6,1853,1850,WN,102,N688SW,3,MCI,SMF,1442,6,11,12
7,1,1621,1555,WN,891,N209WN,26,PHX,BNA,1448,6,7,15
6,7,1547,1520,WN,156,N764SW,27,SAN,LAS,258,6,13,33
3,4,1149,1105,WN,280,N460WN,44,MDW,TUS,1440,3,10,34
8,2,1523,1415,WN,3662,N726SW,68,SFO,SAN,447,3,14,57
6,7,1549,1440,WN,123,N263WN,69,SAN,SFO,447,3,14,64
9,3,1428,1430,WN,3398,N455WN,-2,ISP,MCO,972,5,9,-15
7,1,1330,1330,WN,2195,N453WN,0,MDW,OAK,1844,5,7,-13
8,2,1050,1050,WN,3406,N777QC,0,PBI,BWI,883,4,9,-12
8,2,2100,2100,WN,60,N399WN,0,HOU,DAL,239,3,7,-7
8,2,1601,1605,WN,1515,N781WN,-4,DTW,MCO,957,6,17,-7
6,7,1604,1555,WN,3226,N353SW,9,MHT,BWI,377,3,8,-6
7,1,1245,1245,WN,63,N708SA,0,HOU,SAT,192,3,10,0
7,1,1530,1515,WN,1657,N321SW,15,BDL,BWI,283,2,5,0
4,5,1011,1000,WN,29,N712SW,11,MDW,STL,251,2,8,1
7,1,954,955,WN,1751,N680AA,-1,DAL,AUS,189,3,15,1
6,7,1110,1110,WN,2366,N675AA,0,MCO,CLE,895,3,11,2
6,7,1913,1855,WN,444,N371SW,18,OAK,BUR,325,2,13,13
3,4,932,915,WN,806,N711HK,17,TPA,SDF,727,4,14,15
9,3,1757,1800,WN,1022,N356SW,-3,BOI,SEA,399,21,10,18
7,1,1621,1550,WN,438,N629SW,31,LIT,BWI,912,4,8,24
5,6,1651,1600,WN,1671,N509SW,51,OAK,LAX,337,5,14,55
3,4,1915,1805,WN,722,N729SW,70,SJC,SAN,417,2,11,64
4,5,824,820,WN,319,N262WN,4,MDW,HOU,937,4,10,-16
6,7,2056,2100,WN,48,N310SW,-4,MCI,MDW,405,5,5,-15
6,7,1159,1200,WN,1011,N433LV,-1,STL,LAS,1372,5,8,-12
8,2,1901,1905,WN,242,N334SW,-4,OMA,PHX,1037,5,8,-9
7,1,1101,1050,WN,387,N201LV,11,CLE,MCO,895,7,13,-2
5,6,818,820,WN,2545,N208WN,-2,SDF,PHX,1506,6,10,2
7,1,1649,1645,WN,365,N654SW,4,MCO,BDL,1050,4,8,3
4,5,719,705,WN,2549,N687SW,14,PDX,SLC,630,3,7,4
5,6,1142,1140,WN,970,N419WN,2,SNA,SMF,404,7,8,5
8,2,1424,1425,WN,985,N228WN,-1,ONT,OAK,361,3,5,8
8,2,1519,1500,WN,1135,N788SA,19,ABQ,LAX,677,4,9,10
6,7,708,700,WN,233,N641SW,8,OAK,LAS,407,5,22,13
7,1,1717,1700,WN,3149,N781WN,17,LAX,SJC,308,3,7,14
7,1,1528,1525,WN,357,N243WN,3,ABQ,PHX,328,8,19,14
6,7,1442,1420,WN,1925,N506SW,22,BUR,LAS,223,8,13,24
4,5,1210,1205,WN,1237,N746SW,5,PHX,LAX,370,4,30,27
3,4,1922,1850,WN,730,N756SA,32,MCI,MCO,1072,5,11,28
4,5,1846,1740,WN,1004,N615SW,66,LAX,LAS,236,6,14,66
6,7,1203,1045,WN,963,N380SW,78,LAX,SLC,590,4,5,67
6,7,2107,2005,WN,724,N347SW,62,TUS,LAX,451,20,12,80
6,7,723,715,WN,257,N445WN,8,SAN,BWI,2295,4,6,-23
7,1,1558,1605,WN,2107,N755SA,-7,CMH,MCO,802,7,7,-14
3,4,743,745,WN,3575,N492WN,-2,TUL,DAL,237,4,9,-6
8,2,1034,1030,WN,2374,N336SW,4,SEA,PHX,1107,5,15,-6
6,7,1213,1205,WN,476,N791SW,8,PHL,PVD,238,6,9,-5
9,3,1801,1800,WN,47,N414WN,1,DAL,HOU,239,3,9,-3
5,6,821,825,WN,238,N671SW,-4,ONT,OAK,361,4,8,-2
5,6,1844,1840,WN,3839,N213WN,4,PHX,SAN,304,2,5,-1
4,5,622,615,WN,491,N679AA,7,OAK,PDX,543,3,16,1
4,5,707,700,WN,1241,N695SW,7,OAK,BUR,325,2,10,1
8,2,2104,2040,WN,882,N700GS,24,RDU,PHL,336,4,6,14
4,5,641,615,WN,971,N438WN,26,JAN,HOU,359,2,10,20
7,1,2137,2100,WN,724,N636WN,37,LAX,OAK,337,4,7,31
6,7,1749,1710,WN,3659,N497WN,39,SMF,ONT,389,6,8,34
9,3,1635,1640,WN,102,N614SW,-5,BNA,MCI,491,5,6,-18
7,1,1827,1825,WN,3589,N333SW,2,SEA,OAK,671,5,10,-14
4,5,915,915,WN,248,N706SW,0,SNA,PHX,338,5,10,-10
6,7,1243,1245,WN,3599,N387SW,-2,TPA,PBI,174,4,7,-10
8,2,927,930,WN,458,N731SA,-3,MCO,BWI,787,4,10,-10
5,6,1004,1005,WN,1414,N364SW,-1,PIT,BWI,210,2,8,-2
9,3,1252,1250,WN,2803,N768SW,2,CMH,PHX,1671,7,6,-2
8,2,1221,1220,WN,535,N742SW,1,LAS,SAN,258,4,15,0
9,3,2006,2000,WN,55,N502SW,6,DAL,HOU,239,4,10,3
7,1,754,755,WN,1669,N283WN,-1,LAS,PDX,762,4,18,4
6,7,1636,1620,WN,810,N351SW,16,IND,MCI,451,3,9,9
6,7,1121,1115,WN,111,N312SW,6,OAK,ONT,361,6,17,11
5,6,1956,1935,WN,426,N656SW,21,DAL,SAT,248,3,6,12
6,7,1741,1730,WN,2115,N268WN,11,SNA,SMF,404,4,9,13
3,4,1524,1505,WN,2720,N629SW,19,LAX,SMF,373,4,7,14
3,4,1748,1735,WN,3584,N416WN,13,MDW,LAX,1750,8,9,14
8,2,1918,1905,WN,1254,N723SW,13,LAS,SAN,258,2,14,15
3,4,1551,1530,WN,230,N364SW,21,OAK,LAX,337,6,15,19
7,1,2014,2005,WN,2194,N431WN,9,BNA,LAS,1588,5,14,20
4,5,1521,1445,WN,3517,N737JW,36,RNO,LAS,345,3,12,36
8,2,2220,2105,WN,3061,N225WN,75,LAS,SFO,414,5,14,67
5,6,1741,1740,WN,3136,N660SW,1,TPA,FLL,197,4,9,-9
8,2,1034,1035,WN,2707,N263WN,-1,BDL,BWI,283,2,9,-9
5,6,745,750,WN,238,N671SW,-5,PHX,ONT,325,6,9,-8
9,3,1300,1300,WN,718,N285WN,0,FLL,MCO,178,7,11,-8
7,1,1751,1755,WN,1166,N410WN,-4,DAL,SAT,248,3,5,-8
7,1,1056,1100,WN,2177,N507SW,-4,LIT,DAL,296,3,7,-7
7,1,750,755,WN,2108,N453WN,-5,BNA,JAX,484,6,8,-3
5,6,1050,1050,WN,1027,N740SW,0,GEG,BOI,287,5,8,-3
3,4,1631,1630,WN,1006,N628SW,1,MCI,MDW,405,5,11,-1
6,7,1623,1605,WN,1515,N264LV,18,DTW,MCO,957,7,12,-1
9,3,1825,1825,WN,2871,N494WN,0,ABQ,PHX,328,5,12,1
6,7,1314,1255,WN,1058,N472WN,19,PHX,BNA,1448,4,8,1
8,2,1954,1955,WN,809,N354SW,-1,SAN,OAK,446,6,8,4
4,5,1738,1725,WN,415,N304SW,13,SAN,LAS,258,7,8,7
5,6,1916,1805,WN,1063,N469WN,71,DEN,OAK,957,22,15,92
8,2,2053,2100,WN,3313,N328SW,-7,FLL,BWI,925,3,11,-22
6,7,1741,1735,WN,54,N627SW,6,JAX,HOU,816,5,9,-18
4,5,702,645,WN,1428,N771SA,17,SNA,PHX,338,4,10,-16
7,1,615,620,WN,2702,N774SW,-5,BWI,MDW,611,3,12,-13
3,4,1027,1025,WN,2293,N770SA,2,RDU,TPA,587,4,9,-13
7,1,1024,1025,WN,424,N647SW,-1,DTW,MCO,957,6,10,-8
7,1,1043,1045,WN,1573,N640SW,-2,SMF,BUR,358,3,10,-7
8,2,1343,1335,WN,222,N631SW,8,BWI,FLL,925,4,10,-6
6,7,935,935,WN,1317,N637SW,0,BHM,MCO,478,8,6,-6
4,5,1322,1320,WN,287,N785SW,2,LAS,PHX,256,5,11,-6
7,1,615,610,WN,3244,N492WN,5,ONT,LAS,197,6,6,-3
8,2,1819,1820,WN,479,N320SW,-1,OMA,STL,342,4,7,-1
8,2,825,825,WN,2094,N678AA,0,STL,TUL,351,4,7,4
7,1,1423,1410,WN,3234,N469WN,13,HOU,MSY,303,3,7,8
4,5,1328,1255,WN,1058,N438WN,33,PHX,BNA,1448,4,15,15
9,3,1918,1855,WN,2027,N338SW,23,DAL,ABQ,580,5,10,24
7,1,1656,1635,WN,753,N285WN,21,OAK,PHX,646,9,23,27
4,5,1509,1415,WN,237,N270WN,54,OAK,SEA,671,4,10,33
7,1,1933,1850,WN,1044,N337SW,43,LAX,TUS,451,5,11,42
6,7,1734,1625,WN,1852,N717SA,69,DEN,SLC,391,3,14,71
8,2,2111,2115,WN,3680,N420WN,-4,MHT,MCO,1142,3,13,-18
9,3,704,705,WN,518,N758SW,-1,DAL,BHM,587,3,17,-15
8,2,1626,1630,WN,773,N699SW,-4,STL,TPA,869,6,6,-10
6,7,1915,1910,WN,3567,N741SA,5,MCO,BUF,1011,2,7,-4
5,6,1055,1055,WN,129,N399WN,0,MDW,CMH,284,4,10,-4
5,6,1758,1755,WN,2361,N311SW,3,ELP,PHX,347,4,5,-4
7,1,918,910,WN,560,N695SW,8,PHX,ONT,325,4,7,-2
3,4,1507,1505,WN,2093,N241WN,2,TPA,BHM,460,3,9,-1
7,1,2043,2040,WN,2553,N341SW,3,DAL,SAT,248,2,6,-1
7,1,1452,1445,WN,481,N439WN,7,OAK,BUR,325,4,7,0
7,1,730,730,WN,3598,N717SA,0,RNO,LAS,345,5,19,1
6,7,1240,1235,WN,2974,N730SW,5,MDW,PVD,842,5,9,5
8,2,619,615,WN,491,N347SW,4,OAK,PDX,543,4,17,7
3,4,2156,2130,WN,2467,N770SA,26,SMF,SAN,480,2,6,23
3,4,1311,1240,WN,2820,N647SW,31,LAX,SJC,308,4,6,24
4,5,1317,1230,WN,2474,N437WN,47,PHX,MDW,1444,6,10,26
7,1,1755,1710,WN,1276,N725SW,45,RNO,SJC,188,3,7,36
6,7,1508,1415,WN,237,N434WN,53,OAK,SEA,671,4,13,44
4,5,1817,1705,WN,835,N231WN,72,OAK,ONT,361,6,13,71
9,3,859,900,WN,1194,N660SW,-1,AUS,DAL,189,2,6,-6
9,3,1309,1315,WN,956,N507SW,-6,HOU,OKC,419,3,13,-5
8,2,2016,2015,WN,780,N211WN,1,PHX,AUS,872,5,7,-4
7,1,2013,2015,WN,1150,N284WN,-2,OAK,BUR,325,8,9,0
4,5,1117,1050,WN,2465,N283WN,27,LAS,SEA,866,4,8,3
4,5,1545,1535,WN,43,N673AA,10,MAF,DAL,319,3,6,10
3,4,1045,1030,WN,2018,N313SW,15,RNO,LAS,345,7,12,18
6,7,1915,1835,WN,3486,N662SW,40,BDL,BWI,283,2,8,27
6,7,1933,1905,WN,386,N208WN,28,LAX,PHX,370,4,20,34
6,7,1947,1925,WN,2093,N430WN,22,PHX,SNA,338,5,13,34
6,7,1219,1120,WN,1424,N734SA,59,PDX,SMF,479,4,6,50
6,7,1200,1110,WN,43,N330SW,50,LAS,MAF,796,4,33,67
4,5,1819,1655,WN,156,N463WN,84,LAS,ORF,2155,4,27,85
7,1,938,940,WN,2985,N766SW,-2,TPA,AUS,928,5,11,-18
7,1,1210,1210,WN,1479,N479WN,0,BNA,LAS,1588,4,7,-14
4,5,1923,1920,WN,2611,N773SA,3,BWI,BNA,588,4,12,-14
8,2,704,700,WN,565,N439WN,4,OAK,LAS,407,4,11,-10
7,1,1744,1745,WN,512,N738CB,-1,LAS,PIT,1910,8,13,-9
6,7,1705,1705,WN,1417,N528SW,0,DAL,AMA,324,4,5,-8
7,1,1650,1650,WN,38,N511SW,0,DAL,LBB,293,3,6,-6
8,2,911,910,WN,1008,N447WN,1,MDW,ABQ,1121,4,9,-5
8,2,1732,1730,WN,317,N613SW,2,MAF,LAS,796,3,8,-5
5,6,723,720,WN,3679,N451WN,3,ORF,BWI,159,3,9,-2
6,7,1105,1100,WN,2121,N332SW,5,SMF,PDX,479,3,10,2
3,4,1221,1205,WN,2361,N348SW,16,PIT,MDW,402,6,7,2
8,2,631,630,WN,1859,N422WN,1,SAN,SMF,480,5,21,4
6,7,1311,1315,WN,3484,N796SW,-4,TPA,MHT,1204,5,16,9
6,7,932,925,WN,3430,N902WN,7,JAX,BHM,365,3,15,10
3,4,1012,950,WN,779,N294WN,22,MCO,FLL,178,6,16,23
4,5,2132,2100,WN,50,N521SW,32,ELP,PHX,347,6,10,30
3,4,2141,2045,WN,1853,N384SW,56,SMF,BUR,358,3,8,54
8,2,1016,1020,WN,85,N275WN,-4,DEN,AMA,358,4,8,-20
4,5,1114,1115,WN,768,N652SW,-1,MCO,PHL,861,4,12,-7
4,5,1650,1645,WN,342,N324SW,5,HOU,BHM,570,2,8,-4
7,1,1005,1010,WN,146,N505SW,-5,SAT,DAL,248,3,8,-3
4,5,1022,1010,WN,720,N247WN,12,SLC,DEN,391,6,16,2
6,7,1028,1020,WN,872,N249WN,8,BWI,MDW,611,4,11,5
5,6,1525,1515,WN,3665,N525SW,10,MDW,MCI,405,5,7,6
4,5,1922,1910,WN,160,N248WN,12,LBB,ABQ,289,3,8,8
6,7,1906,1850,WN,3505,N455WN,16,BWI,PIT,210,7,10,9
8,2,1129,1130,WN,130,N383SW,-1,OKC,DEN,495,7,9,11
7,1,2033,2015,WN,688,N519SW,18,DAL,MSY,437,3,6,13
3,4,1706,1645,WN,458,N203WN,21,PHX,SAN,304,3,9,20
6,7,2229,2155,WN,298,N485WN,34,SJC,ONT,333,6,7,25
4,5,1140,1115,WN,2622,N201LV,25,LAS,SMF,397,4,15,25
6,7,2148,2115,WN,940,N418WN,33,MCO,PVD,1073,6,7,35
5,6,1132,1055,WN,583,N352SW,37,LAS,TUS,365,2,19,41
3,4,2022,1920,WN,1395,N391SW,62,SMF,SAN,480,3,8,61
4,5,1553,1440,WN,123,N752SW,73,SAN,SFO,447,9,11,69
3,4,2105,1945,WN,964,N362SW,80,PHX,DEN,602,6,11,70
7,1,627,620,WN,2985,N766SW,7,PHL,TPA,920,4,16,-19
8,2,1813,1810,WN,2889,N233LV,3,FLL,STL,1056,3,10,-13
9,3,1648,1650,WN,3584,N755SA,-2,CMH,MDW,284,5,6,-12
7,1,1428,1430,WN,829,N739GB,-2,IND,MDW,162,4,7,-11
5,6,1453,1455,WN,3948,N494WN,-2,BHM,JAX,365,4,7,-11
6,7,750,750,WN,2906,N792SW,0,LAS,SAT,1069,3,10,-10
5,6,847,850,WN,198,N213WN,-3,BNA,RDU,443,4,7,-9
5,6,741,740,WN,936,N607SW,1,CLE,MDW,307,4,11,-7
7,1,1855,1900,WN,303,N459WN,-5,LAX,OAK,337,7,8,-7
7,1,850,850,WN,247,N353SW,0,SDF,MCO,718,12,9,-4
7,1,1853,1900,WN,135,N273WN,-7,BWI,LAS,2106,5,16,-3
4,5,645,645,WN,3916,N207WN,0,BDL,MDW,777,5,21,-2
6,7,821,810,WN,260,N370SW,11,BNA,FLL,793,4,9,0
5,6,820,820,WN,3604,N250WN,0,JAX,ORF,543,3,9,1
8,2,626,625,WN,614,N338SW,1,BWI,CMH,336,15,10,2
8,2,1003,1005,WN,2558,N638SW,-2,GEG,PDX,279,2,16,4
8,2,1546,1530,WN,3835,N645SW,16,RNO,SEA,564,5,7,7
8,2,1408,1405,WN,3766,N441WN,3,OAK,SNA,371,4,27,13
6,7,1319,1305,WN,3244,N788SA,14,HOU,JAN,359,4,10,15
3,4,2008,2000,WN,1414,N402WN,8,LAX,OAK,337,5,16,21
